schoolyear,districtcode,districtname,schoolcode,schoolname,SchoolAddress,SchoolCity,Zip,fallenrollment,additionalenrollment,transfers,mobility rate
2014,024086,KEARNEY R-I,1050,KEARNEY HIGH,715 E 19TH ST,KEARNEY,640608453,871,3,55,6.2929
2014,024086,KEARNEY R-I,2050,KEARNEY JR. HIGH,2215 S CAMPUS ST,KEARNEY,640608799,612,2,49,7.9805
2014,024086,KEARNEY R-I,3000,KEARNEY MIDDLE,200 E 5TH ST,KEARNEY,640608343,599,5,64,10.596
2014,024086,KEARNEY R-I,4040,KEARNEY ELEM.,902 S JEFFERSON,KEARNEY,640608518,287,7,66,22.449
2014,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,1815 S JEFFERSON,KEARNEY,640608481,280,7,35,12.1951
2014,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,7 S CAMPUS DR,KEARNEY,640609403,452,12,57,12.2845
2014,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,1400 CEDAR WOOD PKWY,KEARNEY,640608866,457,2,55,11.9826
2014,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,645 S COMMERCIAL AVE,SMITHVILLE,640899352,815,8,74,8.9915
2014,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,675 S COMMERCIAL AVE,SMITHVILLE,640899305,590,9,70,11.6861
2014,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,600 MAPLE ST,SMITHVILLE,640898238,566,9,74,12.8696
2014,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,695 S COMMERCIAL AVE,SMITHVILLE,640899357,553,13,62,10.9541
2014,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,612 TIGER DR,EXCELSIOR SPRINGS,640240248,804,19,168,20.4131
2014,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,701 ST LOUIS AVE,EXCELSIOR SPRINGS,640240248,124,107,281,121.645
2014,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,701 CROWN HILL RD,EXCELSIOR SPRINGS,640240248,638,15,112,17.1516
2014,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,34684 HWY 10,EXCELSIOR SPRINGS,640240248,218,5,60,26.9058
2014,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,501 LEAVENWORTH,EXCELSIOR SPRINGS,640240248,593,14,173,28.5008
2014,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,500 N JESSE JAMES,EXCELSIOR SPRINGS,640240248,525,6,139,26.177
2014,024090,LIBERTY 53,1050,LIBERTY HIGH,200 BLUEJAY DR,LIBERTY,640681986,1785,38,315,17.2792
2014,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,1000 N.E. 104TH STREET,LIBERTY,640687958,1438,18,275,18.8874
2014,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,1500 S WITHERS,LIBERTY,640684600,680,11,98,14.1823
2014,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,1000 MIDJAY DR,LIBERTY,640682996,612,3,79,12.8455
2014,024090,LIBERTY 53,3080,DISCOVERY MIDDLE SCHOOL,800 MIDJAY DRIVE,LIBERTY,640683162,611,6,60,9.7245
2014,024090,LIBERTY 53,3090,HERITAGE MIDDLE SCHOOL,600 W KANSAS,LIBERTY,640682127,709,12,116,16.0888
2014,024090,LIBERTY 53,4020,ALEXANDER DONIPHAN ELEM.,1900 CLAY DR,LIBERTY,640683244,385,8,75,19.084
2014,024090,LIBERTY 53,4040,FRANKLIN ELEM.,201 W MILL,LIBERTY,640682339,337,2,75,22.1239
2014,024090,LIBERTY 53,4060,LEWIS AND CLARK ELEM.,1407 NASHUA RD,LIBERTY,640683368,589,13,94,15.6146
2014,024090,LIBERTY 53,4080,MANOR HILL ELEM.,1400 SKYLINE DR,LIBERTY,640682751,421,11,91,21.0648
2014,024090,LIBERTY 53,4100,RIDGEVIEW ELEM.,701 THORNTON,LIBERTY,640682172,470,16,140,28.8066
2014,024090,LIBERTY 53,4120,LILLIAN SCHUMACHER ELEM.,425 CLAYWOODS PKWY,LIBERTY,640684358,655,15,152,22.6866
2014,024090,LIBERTY 53,4140,SHOAL CREEK ELEM.,9000 NE FLINTLOCK RD,KANSAS CITY,641571114,856,7,112,12.978
2014,024090,LIBERTY 53,4160,LIBERTY OAKS ELEM.,8150 N FARLEY AVE,KANSAS CITY,641587621,589,4,109,18.3811
2014,024090,LIBERTY 53,4180,WARREN HILLS ELEM.,1251 CAMILLE ST,LIBERTY,640689143,721,5,99,13.6364
2014,024090,LIBERTY 53,4200,KELLYBROOK ELEM SCHOOL,10701 N EASTERN AVENUE,KANSAS CITY,641578639,700,10,103,14.507
2014,024090,LIBERTY 53,7500,EARLY CHILD. EDUCATION CTR.,9600 NE 79TH ST,KANSAS CITY,641581116,264,NULL,NULL,0
2014,024091,MISSOURI CITY 56,4020,MISSOURI CITY ELEM.,700 E MAIN,MISSOURI CITY,640720259,21,NULL,8,38.0952
2014,024093,NORTH KANSAS CITY 74,1050,NORTH KANSAS CITY HIGH,620 E 23RD AVE,KANSAS CITY,641163076,1505,57,357,22.8553
2014,024093,NORTH KANSAS CITY 74,1075,OAK PARK HIGH,825 NE 79TH TERR,KANSAS CITY,641181556,1413,25,283,19.6801
2014,024093,NORTH KANSAS CITY 74,1080,STALEY HIGH,2800 NE SHOAL CREEK PKWY,KANSAS CITY,641561313,1443,14,181,12.4228
2014,024093,NORTH KANSAS CITY 74,1090,WINNETONKA HIGH,5815 NE 48TH ST,KANSAS CITY,641193803,1325,39,288,21.1144
2014,024093,NORTH KANSAS CITY 74,3000,ANTIOCH MIDDLE,2100 NE 65TH ST,GLADSTONE,641183734,882,22,186,20.5752
2014,024093,NORTH KANSAS CITY 74,3100,EASTGATE MIDDLE,4700 NE PARVIN RD,KANSAS CITY,641172047,681,27,217,30.6497
2014,024093,NORTH KANSAS CITY 74,3150,MAPLE PARK MIDDLE,5300 N BENNINGTON,KANSAS CITY,641193253,828,37,227,26.2428
2014,024093,NORTH KANSAS CITY 74,3180,NEW MARK MIDDLE,515 NE 106TH ST,KANSAS CITY,641551502,1059,10,139,13.0028
2014,024093,NORTH KANSAS CITY 74,3200,NORTHGATE MIDDLE,2117 NE 48TH ST,KANSAS CITY,641186110,808,27,238,28.503
2014,024093,NORTH KANSAS CITY 74,4040,BELL PRAIRIE ELEMENTARY,3000 NE 108TH ST,KANSAS CITY,641561256,546,18,162,28.7234
2014,024093,NORTH KANSAS CITY 74,4060,BRIARCLIFF ELEM.,4100 NW BRIARCLIFF RD,KANSAS CITY,641161749,307,18,129,39.6923
2014,024093,NORTH KANSAS CITY 74,4080,CHAPEL HILL ELEM.,3220 NE 67TH TERR,GLADSTONE,641191542,538,7,151,27.7064
2014,024093,NORTH KANSAS CITY 74,4100,CHOUTEAU ELEM.,3701 N JACKSON,KANSAS CITY,641172645,371,20,158,40.4092
2014,024093,NORTH KANSAS CITY 74,4110,NORTHVIEW ELEM.,9201 N INDIANA,KANSAS CITY,641561293,771,1,183,23.7047
2014,024093,NORTH KANSAS CITY 74,4120,CLARDY ELEM.,8100 N TROOST,KANSAS CITY,641181357,455,7,100,21.645
2014,024093,NORTH KANSAS CITY 74,4160,CRESTVIEW ELEM.,4327 N HOLMES,KANSAS CITY,641162142,540,35,245,42.6087
2014,024093,NORTH KANSAS CITY 74,4180,DAVIDSON ELEM.,5100 N HIGHLAND,KANSAS CITY,641186049,381,20,159,39.6509
2014,024093,NORTH KANSAS CITY 74,4200,FOX HILL ELEM.,545 NE 106 ST,KANSAS CITY,641551502,526,11,83,15.4562
2014,024093,NORTH KANSAS CITY 74,4280,GASHLAND ELEM.,500 NE 83RD ST,KANSAS CITY,641181336,250,6,75,29.2969
2014,024093,NORTH KANSAS CITY 74,4320,GRACEMOR ELEM.,5125 N SYCAMORE,KANSAS CITY,641194207,860,20,248,28.1818
2014,024093,NORTH KANSAS CITY 74,4340,LAKEWOOD ELEM.,4624 N NORTON,KANSAS CITY,641171224,232,9,72,29.8755
2014,024093,NORTH KANSAS CITY 74,4380,LINDEN WEST ELEM.,7333 N WYANDOTTE ST,GLADSTONE,641181681,550,23,171,29.8429
2014,024093,NORTH KANSAS CITY 74,4400,MAPLEWOOD ELEM.,6400 NE 52ND ST,KANSAS CITY,641193243,338,6,121,35.1744
2014,024093,NORTH KANSAS CITY 74,4420,MEADOWBROOK ELEM.,6301 N MICHIGAN DR,GLADSTONE,641184924,597,21,215,34.7896
2014,024093,NORTH KANSAS CITY 74,4440,NASHUA ELEM.,221 NE 114TH ST,KANSAS CITY,641551105,378,4,86,22.5131
2014,024093,NORTH KANSAS CITY 74,4500,OAKWOOD MANOR ELEM.,5900 N FLORA AV,GLADSTONE,641185457,345,11,115,32.3034
2014,024093,NORTH KANSAS CITY 74,4540,RAVENWOOD ELEM.,5020 NE 58TH ST,KANSAS CITY,641192446,379,4,87,22.7154
2014,024093,NORTH KANSAS CITY 74,4560,TOPPING ELEM.,4433 N TOPPING AV,KANSAS CITY,641171554,364,9,127,34.0483
2014,024093,NORTH KANSAS CITY 74,4570,WEST ENGLEWOOD ELEM.,1506 NW ENGLEWOOD RD,KANSAS CITY,641183118,447,11,132,28.821
2014,024093,NORTH KANSAS CITY 74,4580,WINNWOOD ELEM.,4531 NE 44TH TERR,KANSAS CITY,641171881,383,17,131,32.75
2014,024093,NORTH KANSAS CITY 74,7500,PLEASANT VALLEY EARLY CHILD.,6800 SOBBIE RD,PLEASANT VALLEY,640689555,224,NULL,NULL,0
2014,048066,FORT OSAGE R-I,1050,FORT OSAGE HIGH,2101 N TWYMAN RD,INDEPENDENCE,640583200,1491,15,211,14.0106
2014,048066,FORT OSAGE R-I,3000,OSAGE TRAIL MIDDLE,2101 N TWYMAN RD,INDEPENDENCE,640583200,775,17,147,18.5606
2014,048066,FORT OSAGE R-I,4020,BLUE HILLS ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,376,5,77,20.21
2014,048066,FORT OSAGE R-I,4040,BUCKNER ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,382,15,104,26.1965
2014,048066,FORT OSAGE R-I,4060,CLER-MONT ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,409,7,107,25.7212
2014,048066,FORT OSAGE R-I,4080,ELM GROVE ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,348,10,109,30.4469
2014,048066,FORT OSAGE R-I,4110,FIRE PRAIRIE MIDDLE,2101 N TWYMAN RD,INDEPENDENCE,640583200,764,5,163,21.1964
2014,048066,FORT OSAGE R-I,4130,INDIAN TRAILS ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,355,9,135,37.0879
2014,048068,BLUE SPRINGS R-IV,1050,BLUE SPRINGS HIGH,2000 NW ASHTON DR,BLUE SPRINGS,640151769,2409,41,364,14.8571
2014,048068,BLUE SPRINGS R-IV,1075,BLUE SPRINGS SOUTH HIGH,1200 SE ADAMS DAIRY PKWY,BLUE SPRINGS,640143837,2124,33,246,11.4047
2014,048068,BLUE SPRINGS R-IV,3000,BRITTANY HILL MIDDLE,2701 NW 1ST ST,BLUE SPRINGS,640141328,871,16,151,17.0237
2014,048068,BLUE SPRINGS R-IV,3060,MORELAND RIDGE MIDDLE,900 SW BISHOP DR,BLUE SPRINGS,640152800,953,10,169,17.5493
2014,048068,BLUE SPRINGS R-IV,3080,DELTA WOODS MIDDLE,4401 NE LAKEWOOD WAY,LEE'S SUMMIT,640641984,730,6,76,10.3261
2014,048068,BLUE SPRINGS R-IV,3090,SUNNY VALE MIDDLE,3930 SOUTH R D MIZE RD,BLUE SPRINGS,640159136,758,12,162,21.039
2014,048068,BLUE SPRINGS R-IV,4020,THOMAS J. ULTICAN ELEM.,1812 NW VESPER,BLUE SPRINGS,640153263,499,16,152,29.5146
2014,048068,BLUE SPRINGS R-IV,4040,FRANKLIN SMITH ELEM.,1609 CLARK RD,BLUE SPRINGS,640155346,493,14,156,30.7692
2014,048068,BLUE SPRINGS R-IV,4050,JAMES LEWIS ELEM.,717 NW PARK RD,BLUE SPRINGS,640151521,474,11,86,17.732
2014,048068,BLUE SPRINGS R-IV,4060,WILLIAM YATES ELEM.,3600 DAVIDSON RD,INDEPENDENCE,640553843,402,11,99,23.9709
2014,048068,BLUE SPRINGS R-IV,4070,LUCY FRANKLIN ELEM.,111 NE ROANOKE DR,BLUE SPRINGS,640141305,608,6,131,21.3355
2014,048068,BLUE SPRINGS R-IV,4080,CORDILL-MASON ELEM.,4001 SW CHRISTIANSEN RD,BLUE SPRINGS,640145508,714,14,148,20.3297
2014,048068,BLUE SPRINGS R-IV,4090,JAMES WALKER ELEM.,201 SE SUNNYSIDE SCHOOL RD,BLUE SPRINGS,640142951,526,17,166,30.5709
2014,048068,BLUE SPRINGS R-IV,5000,JOHN NOWLIN ELEM.,5020 NW VALLEY VIEW RD,BLUE SPRINGS,640152540,454,6,77,16.7391
2014,048068,BLUE SPRINGS R-IV,5020,DANIEL YOUNG ELEM.,505 SE SHAMROCK LN,BLUE SPRINGS,640144718,328,5,67,20.1201
2014,048068,BLUE SPRINGS R-IV,5030,WILLIAM BRYANT ELEM.,1101 SE SUNNYSIDE SCHOOL RD,BLUE SPRINGS,640143835,397,7,95,23.5149
2014,048068,BLUE SPRINGS R-IV,5040,CHAPEL LAKES ELEM.,3701 NE INDEPENDENCE AVE,LEE'S SUMMIT,640641943,514,10,95,18.1298
2014,048068,BLUE SPRINGS R-IV,5070,SUNNY POINTE ELEM.,3920 SOUTH R D MIZE RD,BLUE SPRINGS,640159136,532,17,169,30.7832
2014,048068,BLUE SPRINGS R-IV,5080,"VOY SPEARS, JR. ELEM.",201 NE ANDERSON,LEE'S SUMMIT,640641287,597,2,58,9.6828
2014,048069,GRAIN VALLEY R-V,1050,GRAIN VALLEY HIGH,551 SW EAGLES PKWY,GRAIN VALLEY,640290304,1021,15,168,16.2162
2014,048069,GRAIN VALLEY R-V,3000,GRAIN VALLEY MIDDLE,901 SE RYAN RD,GRAIN VALLEY,640290304,617,7,87,13.9423
2014,048069,GRAIN VALLEY R-V,3010,GRAIN VALLEY NORTH MIDDLE SCHL,31608 NE PINK HILL ROAD,GRAIN VALLEY,640290304,283,NULL,51,18.0212
2014,048069,GRAIN VALLEY R-V,4040,MATTHEWS ELEM.,144 MCQUERRY RD,GRAIN VALLEY,640290304,471,5,173,36.3445
2014,048069,GRAIN VALLEY R-V,4060,SNI-A-BAR ELEM.,701 SW EAGLES PKWY,GRAIN VALLEY,640290304,503,4,109,21.499
2014,048069,GRAIN VALLEY R-V,4080,PRAIRIE BRANCH ELEM.,2100 DILLINGHAM RD,GRAIN VALLEY,640290304,513,17,89,16.7925
2014,048069,GRAIN VALLEY R-V,5000,STONY POINT ELEM.,1001 W RYAN RD,GRAIN VALLEY,640290304,458,2,67,14.5652
2014,048069,GRAIN VALLEY R-V,7500,GRAIN VALLEY EARLY CHILDHD CTR,31604 NE PINK HILL ROAD,GRAIN VALLEY,640290304,84,NULL,17,20.2381
2014,048070,OAK GROVE R-VI,1050,OAK GROVE HIGH,605 SE 12TH,OAK GROVE,640759392,649,9,95,14.4377
2014,048070,OAK GROVE R-VI,3000,OAK GROVE MIDDLE,401 SE 12TH ST,OAK GROVE,640759544,465,2,78,16.7024
2014,048070,OAK GROVE R-VI,4020,OAK GROVE ELEM.,501 SE 12TH ST,OAK GROVE,640759384,451,8,75,16.3399
2014,048070,OAK GROVE R-VI,4040,OAK GROVE PRIMARY,500 SE 17TH,OAK GROVE,640759384,429,12,92,20.8617
2014,048071,LEE'S SUMMIT R-VII,1015,HILLTOP SCHOOL,301 NE GREGORY BLVD,LEE'S SUMMIT,640643021,34,16,86,172
2014,048071,LEE'S SUMMIT R-VII,1050,LEE'S SUMMIT SR. HIGH,400 SE BLUE PKWY,LEE'S SUMMIT,640634399,1856,40,243,12.8165
2014,048071,LEE'S SUMMIT R-VII,1070,LEE'S SUMMIT NORTH HIGH,901 NE DOUGLAS ST,LEE'S SUMMIT,640864505,1911,22,233,12.0538
2014,048071,LEE'S SUMMIT R-VII,1085,LEE'S SUMMIT WEST HIGH,2600 SW WARD RD,LEE'S SUMMIT,640822107,1875,16,175,9.2544
2014,048071,LEE'S SUMMIT R-VII,3000,BERNARD C. CAMPBELL MIDDLE,1201 NE COLBERN RD,LEE'S SUMMIT,640865816,940,15,135,14.1361
2014,048071,LEE'S SUMMIT R-VII,3050,SUMMIT LAKES MIDDLE,3500 SW WINDEMERE DR,LEE'S SUMMIT,640824400,965,11,61,6.25
2014,048071,LEE'S SUMMIT R-VII,3080,PLEASANT LEA MIDDLE,630 W PERSEL,LEE'S SUMMIT,640812810,883,8,109,12.2334
2014,048071,LEE'S SUMMIT R-VII,4020,GREENWOOD ELEM.,805 W MAIN,GREENWOOD,640349643,467,7,49,10.3376
2014,048071,LEE'S SUMMIT R-VII,4030,CEDAR CREEK ELEM.,2600 SW 3RD ST,LEE'S SUMMIT,640814079,517,1,48,9.2664
2014,048071,LEE'S SUMMIT R-VII,4040,HAZEL GROVE ELEM.,2001 NW BLUE PKWY,LEE'S SUMMIT,640642501,458,6,111,23.9224
2014,048071,LEE'S SUMMIT R-VII,4060,LEE'S SUMMIT ELEM.,110 SE GREEN ST,LEE'S SUMMIT,640632790,298,16,97,30.8917
2014,048071,LEE'S SUMMIT R-VII,4070,LONGVIEW FARM ELEM.,1001 SW LONGVIEW PARK DR,LEE'S SUMMIT,640812188,589,3,41,6.9257
2014,048071,LEE'S SUMMIT R-VII,4080,MASON ELEM.,27600 COLBERN RD,LEE'S SUMMIT,640868424,360,6,61,16.6667
2014,048071,LEE'S SUMMIT R-VII,4090,MEADOW LANE ELEM.,1421 N INDEPENDENCE AVE,LEE'S SUMMIT,640865510,542,21,177,31.4387
2014,048071,LEE'S SUMMIT R-VII,5010,PLEASANT LEA ELEM.,700 W PERSEL,LEE'S SUMMIT,640812811,560,16,82,14.2361
2014,048071,LEE'S SUMMIT R-VII,5020,WESTVIEW ELEM.,200 N WARD RD,LEE'S SUMMIT,640631849,387,6,88,22.3919
2014,048071,LEE'S SUMMIT R-VII,5025,RICHARDSON ELEM.,800 NE BLACKWELL RD,LEE'S SUMMIT,640863718,630,5,73,11.4961
2014,048071,LEE'S SUMMIT R-VII,5030,PRAIRIE VIEW ELEM.,501 SE TODD GEORGE RD,LEE'S SUMMIT,640634404,944,20,163,16.9087
2014,048071,LEE'S SUMMIT R-VII,5035,TRAILRIDGE ELEM.,3651 SW WINDEMERE DR,LEE'S SUMMIT,640824412,450,7,61,13.3479
2014,048071,LEE'S SUMMIT R-VII,5040,UNDERWOOD ELEM.,1125 NE COLBERN RD,LEE'S SUMMIT,640865814,504,6,60,11.7647
2014,048071,LEE'S SUMMIT R-VII,5045,SUNSET VALLEY ELEM.,1850 SE RANSON ROAD,LEES SUMMIT,640828909,481,3,47,9.7107
2014,048071,LEE'S SUMMIT R-VII,5060,HIGHLAND PARK ELEM.,400 SE MILLSTONE AVE,LEE'S SUMMIT,640632655,496,6,56,11.1554
2014,048071,LEE'S SUMMIT R-VII,5080,HAWTHORN HILL ELEM.,2801 SW PRYOR RD,LEE'S SUMMIT,640821614,562,6,35,6.162
2014,048071,LEE'S SUMMIT R-VII,6000,WOODLAND ELEM.,12709 S SMART RD,LEE'S SUMMIT,640868900,352,8,47,13.0556
2014,048071,LEE'S SUMMIT R-VII,6010,SUMMIT POINTE ELEM.,13100 E 147TH ST,KANSAS CITY,641491202,554,7,59,10.5169
2014,048071,LEE'S SUMMIT R-VII,7500,GREAT BEGINNINGS EARLY ED CTR.,905 NE BLUESTEM DR,LEE'S SUMMIT,640863700,229,NULL,NULL,0
2014,048072,HICKMAN MILLS C-1,1050,RUSKIN HIGH SCHOOL,7000-46 E 111TH STREET,KANSAS CITY,641343310,1098,58,343,29.6713
2014,048072,HICKMAN MILLS C-1,2050,HICKMAN MILLS JUNIOR HIGH,9010 OLD SANTA FE ROAD,KANSAS CITY,641383913,947,52,327,32.7327
2014,048072,HICKMAN MILLS C-1,3050,SMITH-HALE COLLEGE PREP,8925 LONGVIEW ROAD,KANSAS CITY,641344110,910,42,354,37.1849
2014,048072,HICKMAN MILLS C-1,4010,BURKE ELEM.,111TH & BENNINGTON,KANSAS CITY,641343106,345,19,185,50.8242
2014,048072,HICKMAN MILLS C-1,4015,DOBBS ELEM.,9400 EASTERN,KANSAS CITY,641384213,479,23,184,36.6534
2014,048072,HICKMAN MILLS C-1,4020,JOHNSON ELEM.,10900 MARSH,KANSAS CITY,641343042,369,25,190,48.2234
2014,048072,HICKMAN MILLS C-1,4025,SYMINGTON ELEM.,8650 RUSKIN WAY,KANSAS CITY,641343412,444,48,246,50
2014,048072,HICKMAN MILLS C-1,4030,TRUMAN ELEM.,9601 JAMES REED RD,KANSAS CITY,641341652,423,15,144,32.8767
2014,048072,HICKMAN MILLS C-1,4035,WARFORD ELEM.,11400 CLEVELAND,KANSAS CITY,641372335,345,13,103,28.7709
2014,048072,HICKMAN MILLS C-1,4045,SANTA FE ELEM.,8908 OLD SANTA FE RD,KANSAS CITY,641383999,462,24,274,56.3786
2014,048072,HICKMAN MILLS C-1,4050,INGELS ELEM.,11600 FOOD LN,KANSAS CITY,641343904,430,18,216,48.2143
2014,048072,HICKMAN MILLS C-1,7500,EARLY CHILDHOOD CTR.,5401 E 103RD ST,KANSAS CITY,641371365,224,5,32,13.9738
2014,048073,RAYTOWN C-2,1050,RAYTOWN SR. HIGH,6019 BLUE RIDGE BLVD,RAYTOWN,641333934,1479,68,360,23.2708
2014,048073,RAYTOWN C-2,1075,RAYTOWN SOUTH SR. HIGH,8211 STERLING AVE,RAYTOWN,641382647,1153,49,265,22.0466
2014,048073,RAYTOWN C-2,3000,RAYTOWN MIDDLE,4900 PITTMAN RD,KANSAS CITY,641332259,809,27,215,25.7177
2014,048073,RAYTOWN C-2,3010,SOUTH MIDDLE,8401 E 83RD ST,RAYTOWN,641383006,631,23,179,27.37
2014,048073,RAYTOWN C-2,3020,RAYTOWN CENTRAL MIDDLE,10601 E 59TH ST,RAYTOWN,641333429,600,13,153,24.9592
2014,048073,RAYTOWN C-2,4020,BLUE RIDGE ELEM.,6410 BLUE RIDGE BLVD,RAYTOWN,641334827,406,6,109,26.4563
2014,048073,RAYTOWN C-2,4060,EASTWOOD HILLS ELEM.,5290 SYCAMORE,KANSAS CITY,641292365,387,13,170,42.5
2014,048073,RAYTOWN C-2,4070,FLEETRIDGE ELEM.,13001 E 55TH ST,KANSAS CITY,641333101,375,10,77,20
2014,048073,RAYTOWN C-2,4080,LAUREL HILLS ELEM.,5401 LANE,RAYTOWN,641332740,400,15,104,25.0602
2014,048073,RAYTOWN C-2,4090,LITTLE BLUE ELEMENTARY,13900 E 61ST STREET,KANSAS CITY,641334529,445,11,135,29.6053
2014,048073,RAYTOWN C-2,5000,NORFLEET ELEM.,6140 NORFLEET RD,KANSAS CITY,641334529,389,11,107,26.75
2014,048073,RAYTOWN C-2,5040,ROBINSON ELEM.,6707 WOODSON RD,RAYTOWN,641336101,434,9,96,21.6704
2014,048073,RAYTOWN C-2,5060,SOUTHWOOD ELEM.,8015 RAYTOWN RD,RAYTOWN,641382106,361,14,121,32.2667
2014,048073,RAYTOWN C-2,5080,SPRING VALLEY ELEM.,8838 E 83RD ST,RAYTOWN,641383167,444,10,145,31.9383
2014,048073,RAYTOWN C-2,6000,WESTRIDGE ELEM.,8500 E 77TH ST,KANSAS CITY,641381207,377,5,143,37.4346
2014,048073,RAYTOWN C-2,7500,NEW TRAILS EARLY LEARNING CTR.,6325 HUNTER AVE,RAYTOWN,641333429,180,NULL,NULL,0
2014,048074,GRANDVIEW C-4,1050,GRANDVIEW SR. HIGH,2300 HIGH GROVE RD,GRANDVIEW,640302677,1154,49,433,35.9933
2014,048074,GRANDVIEW C-4,2100,GRANDVIEW MIDDLE,12650 MANCHESTER,GRANDVIEW,640302168,593,20,203,33.1158
2014,048074,GRANDVIEW C-4,4020,BELVIDERE ELEM.,15200 WHITE AVE,GRANDVIEW,640304565,344,6,126,36
2014,048074,GRANDVIEW C-4,4040,BUTCHER-GREENE ELEM.,5302 E 140TH,GRANDVIEW,640303904,371,13,145,37.7604
2014,048074,GRANDVIEW C-4,4080,CONN-WEST ELEM.,1100 HIGH GROVE RD,GRANDVIEW,640302473,364,20,173,45.0521
2014,048074,GRANDVIEW C-4,5000,HIGH GROVE ELEM.,2500 HIGH GROVE RD,GRANDVIEW,640305400,71,NULL,10,14.0845
2014,048074,GRANDVIEW C-4,5020,MARTIN CITY ELEM.,201 E 133RD ST,KANSAS CITY,641451408,770,42,357,43.9655
2014,048074,GRANDVIEW C-4,5040,MEADOWMERE ELEM.,7010 E 136TH ST,GRANDVIEW,640303829,440,21,153,33.1887
2014,048075,LONE JACK C-6,1050,LONE JACK HIGH,313 S BYNUM RD,LONE JACK,640708508,277,3,36,12.8571
2014,048075,LONE JACK C-6,4020,LONE JACK ELEM.,600 N BYNUM,LONE JACK,640709590,326,6,58,17.4699
2014,048077,INDEPENDENCE 30,1050,TRUMAN HIGH,3301 S NOLAND RD,INDEPENDENCE,640551318,1629,46,391,23.3433
2014,048077,INDEPENDENCE 30,1075,WILLIAM CHRISMAN HIGH,1223 N NOLAND RD,INDEPENDENCE,640501947,1460,36,454,30.3476
2014,048077,INDEPENDENCE 30,1090,VAN HORN HIGH,1109 S ARLINGTON AVE,INDEPENDNCE,640531613,896,32,349,37.6078
2014,048077,INDEPENDENCE 30,3000,BINGHAM MIDDLE,1716 S SPECK RD,INDEPENDENCE,640572066,660,25,218,31.8248
2014,048077,INDEPENDENCE 30,3050,BRIDGER MIDDLE,18200 E M-78 HWY,INDEPENDENCE,640571167,907,16,256,27.7356
2014,048077,INDEPENDENCE 30,3060,CLIFFORD H. NOWLIN MIDDLE,2800 S HARDY AVE,INDEPENDENCE,640521444,761,33,315,39.6725
2014,048077,INDEPENDENCE 30,3070,PIONEER RIDGE MIDDLE,1656 S SPECK RD,INDEPENDENCE,640572064,825,19,262,31.0427
2014,048077,INDEPENDENCE 30,4040,THOMAS HART BENTON ELEM.,429 S LESLIE,INDEPENDENCE,640504032,421,17,236,53.8813
2014,048077,INDEPENDENCE 30,4060,BLACKBURN ELEM.,17302 E R D MIZE RD,INDEPENDENCE,640571819,490,2,115,23.374
2014,048077,INDEPENDENCE 30,4080,BRYANT ELEM.,827 W COLLEGE,INDEPENDENCE,640502403,269,10,107,38.3513
2014,048077,INDEPENDENCE 30,4100,FAIRMOUNT ELEM.,120 N CEDAR AVE,INDEPENDENCE,640531310,373,16,152,39.0746
2014,048077,INDEPENDENCE 30,5010,GLENDALE ELEM.,2611 S LEE'S SUMMIT RD,INDEPENDENCE,640551940,482,25,201,39.645
2014,048077,INDEPENDENCE 30,5040,JOHN W. LUFF ELEM.,3700 S DELAWARE AVE,INDEPENDENCE,640553140,425,18,167,37.6975
2014,048077,INDEPENDENCE 30,5070,MILL CREEK ELEM.,2601 N LIBERTY ST,INDEPENDENCE,640501319,298,17,137,43.4921
2014,048077,INDEPENDENCE 30,5100,KORTE ELEM.,2437 S HARDY AVE #2431,INDEPENDENCE,640521451,605,29,278,43.8486
2014,048077,INDEPENDENCE 30,6020,OTT ELEM.,1525 N NOLAND RD,INDEPENDENCE,640501951,448,11,199,43.3551
2014,048077,INDEPENDENCE 30,6030,PROCTER ELEM.,1403 W LINDEN AVE,INDEPENDENCE,640524018,254,10,135,51.1364
