schoolyear,districtcode,districtname,schoolcode,schoolname,SchoolAddress,SchoolCity,Zip,fallenrollment,additionalenrollment,transfers,mobility rate
2015,048068,BLUE SPRINGS R-IV,1075,BLUE SPRINGS SOUTH HIGH,1200 SE ADAMS DAIRY PKWY,BLUE SPRINGS,640143837,2178,29,224,10.1495
2015,048068,BLUE SPRINGS R-IV,3000,BRITTANY HILL MIDDLE,2701 NW 1ST ST,BLUE SPRINGS,640141328,857,12,116,13.3487
2015,048068,BLUE SPRINGS R-IV,3060,MORELAND RIDGE MIDDLE,900 SW BISHOP DR,BLUE SPRINGS,640152800,943,26,141,14.5511
2015,048068,BLUE SPRINGS R-IV,3080,DELTA WOODS MIDDLE,4401 NE LAKEWOOD WAY,LEE'S SUMMIT,640641984,716,13,102,13.9918
2015,048068,BLUE SPRINGS R-IV,3090,PAUL KINDER MIDDLE SCHOOL,3930 SOUTH R D MIZE RD,BLUE SPRINGS,640159136,714,9,134,18.5339
2015,048068,BLUE SPRINGS R-IV,4020,THOMAS J. ULTICAN ELEM.,1812 NW VESPER,BLUE SPRINGS,640153263,524,9,95,17.8236
2015,048068,BLUE SPRINGS R-IV,4040,FRANKLIN SMITH ELEM.,1609 CLARK RD,BLUE SPRINGS,640155346,478,22,138,27.6
2015,048068,BLUE SPRINGS R-IV,4050,JAMES LEWIS ELEM.,717 NW PARK RD,BLUE SPRINGS,640151521,470,9,99,20.6681
2015,048068,BLUE SPRINGS R-IV,4060,WILLIAM YATES ELEM.,3600 DAVIDSON RD,INDEPENDENCE,640553843,388,14,118,29.3532
2015,048068,BLUE SPRINGS R-IV,4070,LUCY FRANKLIN ELEM.,111 NE ROANOKE DR,BLUE SPRINGS,640141305,609,7,78,12.6623
2015,048068,BLUE SPRINGS R-IV,4080,CORDILL-MASON ELEM.,4001 SW CHRISTIANSEN RD,BLUE SPRINGS,640145508,734,17,122,16.245
2015,048068,BLUE SPRINGS R-IV,4090,JAMES WALKER ELEM.,201 SE SUNNYSIDE SCHOOL RD,BLUE SPRINGS,640142951,561,3,113,20.0355
2015,048068,BLUE SPRINGS R-IV,5000,JOHN NOWLIN ELEM.,5020 NW VALLEY VIEW RD,BLUE SPRINGS,640152540,449,3,83,18.3628
2015,048068,BLUE SPRINGS R-IV,5020,DANIEL YOUNG ELEM.,505 SE SHAMROCK LN,BLUE SPRINGS,640144718,328,3,61,18.429
2015,048068,BLUE SPRINGS R-IV,5030,WILLIAM BRYANT ELEM.,1101 SE SUNNYSIDE SCHOOL RD,BLUE SPRINGS,640143835,395,3,68,17.0854
2015,048068,BLUE SPRINGS R-IV,5040,CHAPEL LAKES ELEM.,3701 NE INDEPENDENCE AVE,LEE'S SUMMIT,640641943,525,15,103,19.0741
2015,048068,BLUE SPRINGS R-IV,5070,SUNNY POINTE ELEM.,3920 SOUTH R D MIZE RD,BLUE SPRINGS,640159136,544,11,133,23.964
2015,048068,BLUE SPRINGS R-IV,5080,"VOY SPEARS, JR. ELEM.",201 NE ANDERSON,LEE'S SUMMIT,640641287,585,18,73,12.1061
2015,048069,GRAIN VALLEY R-V,1050,GRAIN VALLEY HIGH,551 SW EAGLES PKWY,GRAIN VALLEY,640290304,1112,20,144,12.7208
2015,048069,GRAIN VALLEY R-V,3000,GRAIN VALLEY SOUTH MIDDLE SCHL,901 SE RYAN RD,GRAIN VALLEY,640290304,632,4,89,13.9937
2015,048069,GRAIN VALLEY R-V,3010,GRAIN VALLEY NORTH MIDDLE SCHL,31608 NE PINK HILL ROAD,GRAIN VALLEY,640290304,282,4,41,14.3357
2015,048069,GRAIN VALLEY R-V,4040,MATTHEWS ELEM.,144 MCQUERRY RD,GRAIN VALLEY,640290304,445,5,127,28.2222
2015,048069,GRAIN VALLEY R-V,4060,SNI-A-BAR ELEM.,701 SW EAGLES PKWY,GRAIN VALLEY,640290304,503,6,104,20.4322
2015,048069,GRAIN VALLEY R-V,4080,PRAIRIE BRANCH ELEM.,2100 DILLINGHAM RD,GRAIN VALLEY,640290304,532,3,95,17.757
2015,048069,GRAIN VALLEY R-V,5000,STONY POINT ELEM.,1001 W RYAN RD,GRAIN VALLEY,640290304,443,1,53,11.9369
2015,048069,GRAIN VALLEY R-V,7500,GRAIN VALLEY EARLY CHILDHD CTR,31604 NE PINK HILL ROAD,GRAIN VALLEY,640290304,68,NULL,NULL,0
2015,048070,OAK GROVE R-VI,1050,OAK GROVE HIGH,605 SE 12TH,OAK GROVE,640759392,647,9,88,13.4146
2015,048070,OAK GROVE R-VI,3000,OAK GROVE MIDDLE,401 SE 12TH ST,OAK GROVE,640759544,487,6,72,14.6045
2015,048070,OAK GROVE R-VI,4020,OAK GROVE ELEM.,501 SE 12TH ST,OAK GROVE,640759384,414,8,86,20.3791
2015,048070,OAK GROVE R-VI,4040,OAK GROVE PRIMARY,500 SE 17TH,OAK GROVE,640759384,454,8,102,22.0779
2015,048071,LEE'S SUMMIT R-VII,1015,HILLTOP SCHOOL,301 NE GREGORY BLVD,LEE'S SUMMIT,640643021,27,17,87,197.7273
2015,048071,LEE'S SUMMIT R-VII,1050,LEE'S SUMMIT SR. HIGH,400 SE BLUE PKWY,LEE'S SUMMIT,640634399,1839,24,223,11.9699
2015,048071,LEE'S SUMMIT R-VII,1070,LEE'S SUMMIT NORTH HIGH,901 NE DOUGLAS ST,LEE'S SUMMIT,640864505,1901,19,238,12.3958
2015,048071,LEE'S SUMMIT R-VII,1085,LEE'S SUMMIT WEST HIGH,2600 SW WARD RD,LEE'S SUMMIT,640822107,1928,24,157,8.043
2015,048071,LEE'S SUMMIT R-VII,3000,BERNARD C. CAMPBELL MIDDLE,1201 NE COLBERN RD,LEE'S SUMMIT,640865816,919,14,129,13.8264
2015,048071,LEE'S SUMMIT R-VII,3050,SUMMIT LAKES MIDDLE,3500 SW WINDEMERE DR,LEE'S SUMMIT,640824400,973,10,91,9.2574
2015,048071,LEE'S SUMMIT R-VII,3080,PLEASANT LEA MIDDLE,630 W PERSEL,LEE'S SUMMIT,640812810,864,10,104,11.8993
2015,048071,LEE'S SUMMIT R-VII,4020,GREENWOOD ELEM.,805 W MAIN,GREENWOOD,640349643,464,7,67,14.2251
2015,048071,LEE'S SUMMIT R-VII,4030,CEDAR CREEK ELEM.,2600 SW 3RD ST,LEE'S SUMMIT,640814079,530,1,52,9.7928
2015,048071,LEE'S SUMMIT R-VII,4040,HAZEL GROVE ELEM.,2001 NW BLUE PKWY,LEE'S SUMMIT,640642501,442,8,109,24.2222
2015,048071,LEE'S SUMMIT R-VII,4060,LEE'S SUMMIT ELEM.,110 SE GREEN ST,LEE'S SUMMIT,640632790,288,10,87,29.1946
2015,048071,LEE'S SUMMIT R-VII,4070,LONGVIEW FARM ELEM.,1001 SW LONGVIEW PARK DR,LEE'S SUMMIT,640812188,583,14,44,7.3702
2015,048071,LEE'S SUMMIT R-VII,4080,MASON ELEM.,27600 COLBERN RD,LEE'S SUMMIT,640868424,412,10,73,17.2986
2015,048071,LEE'S SUMMIT R-VII,4090,MEADOW LANE ELEM.,1421 N INDEPENDENCE AVE,LEE'S SUMMIT,640865510,524,14,170,31.5985
2015,048071,LEE'S SUMMIT R-VII,5010,PLEASANT LEA ELEM.,700 W PERSEL,LEE'S SUMMIT,640812811,574,5,73,12.6079
2015,048071,LEE'S SUMMIT R-VII,5020,WESTVIEW ELEM.,200 N WARD RD,LEE'S SUMMIT,640631849,356,12,92,25
2015,048071,LEE'S SUMMIT R-VII,5025,RICHARDSON ELEM.,800 NE BLACKWELL RD,LEE'S SUMMIT,640863718,639,5,43,6.677
2015,048071,LEE'S SUMMIT R-VII,5030,PRAIRIE VIEW ELEM.,501 SE TODD GEORGE RD,LEE'S SUMMIT,640634404,936,18,144,15.0943
2015,048071,LEE'S SUMMIT R-VII,5035,TRAILRIDGE ELEM.,3651 SW WINDEMERE DR,LEE'S SUMMIT,640824412,455,10,72,15.4839
2015,048071,LEE'S SUMMIT R-VII,5040,UNDERWOOD ELEM.,1125 NE COLBERN RD,LEE'S SUMMIT,640865814,478,9,66,13.5524
2015,048071,LEE'S SUMMIT R-VII,5045,SUNSET VALLEY ELEM.,1850 SE RANSON ROAD,LEES SUMMIT,640828909,466,8,50,10.5485
2015,048071,LEE'S SUMMIT R-VII,5060,HIGHLAND PARK ELEM.,400 SE MILLSTONE AVE,LEE'S SUMMIT,640632655,502,4,56,11.0672
2015,048071,LEE'S SUMMIT R-VII,5080,HAWTHORN HILL ELEM.,2801 SW PRYOR RD,LEE'S SUMMIT,640821614,546,10,53,9.5324
2015,048071,LEE'S SUMMIT R-VII,6000,WOODLAND ELEM.,12709 S SMART RD,LEE'S SUMMIT,640868900,346,12,53,14.8045
2015,048071,LEE'S SUMMIT R-VII,6010,SUMMIT POINTE ELEM.,13100 E 147TH ST,KANSAS CITY,641491202,583,13,74,12.4161
2015,048071,LEE'S SUMMIT R-VII,7500,GREAT BEGINNINGS EARLY ED CTR.,905 NE BLUESTEM DR,LEE'S SUMMIT,640863700,259,NULL,NULL,0
2015,048072,HICKMAN MILLS C-1,1050,RUSKIN HIGH SCHOOL,7000 E 111TH STREET,KANSAS CITY,641343310,1121,53,348,29.6422
2015,048072,HICKMAN MILLS C-1,1060,HICKMAN MILLS FRESHMAN CENTER,9010 OLD SANTA FE ROAD,KANSAS CITY,641383913,434,28,196,42.4242
2015,048072,HICKMAN MILLS C-1,3050,SMITH-HALE MIDDLE,8925 LONGVIEW ROAD,KANSAS CITY,641344110,838,50,367,41.3288
2015,048072,HICKMAN MILLS C-1,4010,BURKE ELEM.,11115 BENNINGTON,KANSAS CITY,641343106,313,23,184,54.7619
2015,048072,HICKMAN MILLS C-1,4015,DOBBS ELEM.,9400 EASTERN,KANSAS CITY,641384213,486,28,211,41.0506
2015,048072,HICKMAN MILLS C-1,4020,JOHNSON ELEM.,10900 MARSH,KANSAS CITY,641343042,370,31,185,46.1347
2015,048072,HICKMAN MILLS C-1,4025,SYMINGTON ELEM.,8650 RUSKIN WAY,KANSAS CITY,641343412,462,21,261,54.0373
2015,048072,HICKMAN MILLS C-1,4030,TRUMAN ELEM.,9601 JAMES A. REED RD,KANSAS CITY,641341652,428,21,193,42.9844
2015,048072,HICKMAN MILLS C-1,4035,WARFORD ELEM.,11400 CLEVELAND,KANSAS CITY,641342335,339,16,142,40
2015,048072,HICKMAN MILLS C-1,4045,SANTA FE ELEM.,8908 OLD SANTA FE RD,KANSAS CITY,641383999,428,20,282,62.9464
2015,048072,HICKMAN MILLS C-1,4050,INGELS ELEM.,11600 FOOD LN,KANSAS CITY,641343904,446,24,257,54.6809
2015,048072,HICKMAN MILLS C-1,4055,ERVIN EARLY LEARNING CENTER,10530 GREENWOOD RD,KANSAS CITY,641343049,800,30,238,28.6747
2015,048072,HICKMAN MILLS C-1,7500,EARLY CHILDHOOD CTR.,5401 E 103RD ST,KANSAS CITY,641371365,266,1,46,17.2285
2015,048073,RAYTOWN C-2,1050,RAYTOWN SR. HIGH,6019 BLUE RIDGE BLVD,RAYTOWN,641333934,1554,47,342,21.3616
2015,048073,RAYTOWN C-2,1075,RAYTOWN SOUTH SR. HIGH,8211 STERLING AVE,RAYTOWN,641382647,1164,40,273,22.6744
2015,048073,RAYTOWN C-2,3000,RAYTOWN MIDDLE,4900 PITTMAN RD,KANSAS CITY,641332259,805,21,196,23.7288
2015,048073,RAYTOWN C-2,3010,SOUTH MIDDLE,8401 E 83RD ST,RAYTOWN,641383006,621,15,199,31.2893
2015,048073,RAYTOWN C-2,3020,RAYTOWN CENTRAL MIDDLE,10601 E 59TH ST,RAYTOWN,641333429,626,15,146,22.7769
2015,048073,RAYTOWN C-2,4020,BLUE RIDGE ELEM.,6410 BLUE RIDGE BLVD,RAYTOWN,641334827,420,10,129,30
2015,048073,RAYTOWN C-2,4060,EASTWOOD HILLS ELEM.,5290 SYCAMORE,KANSAS CITY,641292365,387,11,159,39.9497
2015,048073,RAYTOWN C-2,4070,FLEETRIDGE ELEM.,13001 E 55TH ST,KANSAS CITY,641333101,361,12,72,19.3029
2015,048073,RAYTOWN C-2,4080,LAUREL HILLS ELEM.,5401 LANE,RAYTOWN,641332740,423,13,157,36.0092
2015,048073,RAYTOWN C-2,4090,LITTLE BLUE ELEMENTARY,13900 E 61ST STREET,KANSAS CITY,641334529,445,20,142,30.5376
2015,048073,RAYTOWN C-2,5000,NORFLEET ELEM.,6140 NORFLEET RD,KANSAS CITY,641334529,415,5,133,31.6667
2015,048073,RAYTOWN C-2,5040,ROBINSON ELEM.,6707 WOODSON RD,RAYTOWN,641336101,433,9,125,28.2805
2015,048073,RAYTOWN C-2,5060,SOUTHWOOD ELEM.,8015 RAYTOWN RD,RAYTOWN,641382106,365,7,98,26.3441
2015,048073,RAYTOWN C-2,5080,SPRING VALLEY ELEM.,8838 E 83RD ST,RAYTOWN,641383167,422,11,170,39.261
2015,048073,RAYTOWN C-2,6000,WESTRIDGE ELEM.,8500 E 77TH ST,KANSAS CITY,641381207,404,23,166,38.8759
2015,048073,RAYTOWN C-2,7500,NEW TRAILS EARLY LEARNING CTR.,6325 HUNTER AVE,RAYTOWN,641333429,257,NULL,NULL,0
2015,048074,GRANDVIEW C-4,1050,GRANDVIEW SR. HIGH,2300 HIGH GROVE RD,GRANDVIEW,640302677,1222,49,423,33.2809
2015,048074,GRANDVIEW C-4,2100,GRANDVIEW MIDDLE,12650 MANCHESTER,GRANDVIEW,640302168,610,18,186,29.6178
2015,048074,GRANDVIEW C-4,4020,BELVIDERE ELEM.,15200 WHITE AVE,GRANDVIEW,640304565,359,14,157,42.0912
2015,048074,GRANDVIEW C-4,4040,BUTCHER-GREENE ELEM.,5302 E 140TH,GRANDVIEW,640303904,403,18,183,43.4679
2015,048074,GRANDVIEW C-4,4080,CONN-WEST ELEM.,1100 HIGH GROVE RD,GRANDVIEW,640302473,396,28,183,43.1604
2015,048074,GRANDVIEW C-4,5000,HIGH GROVE ELEM.,2500 HIGH GROVE RD,GRANDVIEW,640305400,130,2,8,6.0606
2015,048074,GRANDVIEW C-4,5020,MARTIN CITY ELEM.,201 E 133RD ST,KANSAS CITY,641451408,750,52,368,45.8853
2015,048074,GRANDVIEW C-4,5040,MEADOWMERE ELEM.,7010 E 136TH ST,GRANDVIEW,640303829,460,19,164,34.238
2015,048075,LONE JACK C-6,1050,LONE JACK HIGH,313 S BYNUM RD,LONE JACK,640708508,289,2,36,12.3711
2015,048075,LONE JACK C-6,4020,LONE JACK ELEM.,600 N BYNUM,LONE JACK,640709590,340,4,53,15.407
2015,048077,INDEPENDENCE 30,1050,TRUMAN HIGH,3301 S NOLAND RD,INDEPENDENCE,640551318,1600,47,374,22.708
2015,048077,INDEPENDENCE 30,1075,WILLIAM CHRISMAN HIGH,1223 N NOLAND RD,INDEPENDENCE,640501947,1462,47,474,31.4115
2015,048077,INDEPENDENCE 30,1090,VAN HORN HIGH,1109 S ARLINGTON AVE,INDEPENDNCE,640531613,962,37,398,39.8398
2015,048077,INDEPENDENCE 30,3000,BINGHAM MIDDLE,1716 S SPECK RD,INDEPENDENCE,640572066,827,25,288,33.8028
2015,048077,INDEPENDENCE 30,3050,BRIDGER MIDDLE,18200 E M-78 HWY,INDEPENDENCE,640571167,815,24,214,25.5066
2015,048077,INDEPENDENCE 30,3060,CLIFFORD H. NOWLIN MIDDLE,2800 S HARDY AVE,INDEPENDENCE,640521444,798,39,309,36.9176
2015,048077,INDEPENDENCE 30,3070,PIONEER RIDGE MIDDLE,1656 S SPECK RD,INDEPENDENCE,640572064,782,20,204,25.4364
2015,048077,INDEPENDENCE 30,4040,THOMAS HART BENTON ELEM.,429 S LESLIE,INDEPENDENCE,640504032,479,12,214,43.5845
2015,048077,INDEPENDENCE 30,4060,BLACKBURN ELEM.,17302 E R D MIZE RD,INDEPENDENCE,640571819,454,1,104,22.8571
2015,048077,INDEPENDENCE 30,4080,BRYANT ELEM.,827 W COLLEGE,INDEPENDENCE,640502403,276,7,133,46.9965
2015,048077,INDEPENDENCE 30,4100,FAIRMOUNT ELEM.,120 N CEDAR AVE,INDEPENDENCE,640531310,393,13,161,39.6552
2015,048077,INDEPENDENCE 30,5010,GLENDALE ELEM.,2611 S LEE'S SUMMIT RD,INDEPENDENCE,640551940,457,19,164,34.4538
2015,048077,INDEPENDENCE 30,5040,JOHN W. LUFF ELEM.,3700 S DELAWARE AVE,INDEPENDENCE,640553140,421,12,113,26.097
2015,048077,INDEPENDENCE 30,5070,MILL CREEK ELEM.,2601 N LIBERTY ST,INDEPENDENCE,640501319,287,15,114,37.7483
2015,048077,INDEPENDENCE 30,5100,KORTE ELEM.,2437 S HARDY AVE #2431,INDEPENDENCE,640521451,622,24,292,45.2012
2015,048077,INDEPENDENCE 30,6020,OTT ELEM.,1525 N NOLAND RD,INDEPENDENCE,640501951,446,17,172,37.149
2015,048077,INDEPENDENCE 30,6030,PROCTER ELEM.,1403 W LINDEN AVE,INDEPENDENCE,640524018,242,19,106,40.613
2015,048077,INDEPENDENCE 30,6040,RANDALL ELEM.,509 JENNINGS RD,INDEPENDENCE,640561813,286,12,129,43.2886
2015,048077,INDEPENDENCE 30,6050,SANTA FE TRAIL ELEM.,1301 S WINDSOR ST,INDEPENDENCE,640551179,399,15,174,42.029
2015,048077,INDEPENDENCE 30,6060,WILLIAM SOUTHERN ELEM.,4300 S PHELPS RD,INDEPENDENCE,640555102,527,13,144,26.6667
2015,048077,INDEPENDENCE 30,6070,SPRING BRANCH ELEM.,20404 E TRUMAN RD,INDEPENDENCE,640563009,245,13,96,37.2093
2015,048077,INDEPENDENCE 30,6080,SUGAR CREEK ELEM.,11424 GILL ST,SUGAR CREEK,640541238,196,6,104,51.4851
2015,048077,INDEPENDENCE 30,6090,SYCAMORE HILLS ELEM.,15208 E 39TH ST S,INDEPENDENCE,640554239,503,18,177,33.9731
2015,048077,INDEPENDENCE 30,6100,THREE TRAILS ELEM.,11801 E 32ND ST S,INDEPENDENCE,640523176,463,17,176,36.6667
2015,048077,INDEPENDENCE 30,6120,LITTLE BLUE ELEMENTARY,2020 QUAIL DRIVE,INDEPENDENCE,640572052,265,2,62,23.221
2015,048077,INDEPENDENCE 30,6130,ABRAHAM MALLINSON ELEMENTARY,709 NORTH FOREST AVE,SUGAR CREEK,640542319,348,16,181,49.7253
2015,048077,INDEPENDENCE 30,7500,HANTHORN EARLY EDUCATION,1511 KINGS HWY,INDEPENDENCE,640551906,308,NULL,NULL,0
2015,048077,INDEPENDENCE 30,7510,SUNSHINE CENTER,18400 EAST SALISBURY ROAD,INDEPENDENCE,640563408,204,NULL,NULL,0
2015,048078,KANSAS CITY 33,1200,CENTRAL ACADEMY OF EXCELLENCE,3221 INDIANA,KANSAS CITY,641282062,734,168,775,85.9202
2015,048078,KANSAS CITY 33,1220,LINCOLN COLLEGE PREP.,2111 WOODLAND,KANSAS CITY,641083015,836,NULL,108,12.9187
2015,048078,KANSAS CITY 33,1340,NORTHEAST HIGH,415 S VAN BRUNT,KANSAS CITY,641242130,873,103,526,53.8934
2015,048078,KANSAS CITY 33,1400,PASEO ACAD. OF PERFORMING ARTS,4747 FLORA AVE,KANSAS CITY,641102106,485,15,116,23.2
2015,048078,KANSAS CITY 33,1580,EAST HIGH SCHOOL,1924 VAN BRUNT BLVD,KANSAS CITY,641272921,973,153,541,48.0462
2015,048078,KANSAS CITY 33,1670,AFRICAN CENT COLLEGE PREP ACAD,3500 E MEYER  BLVD,KANSAS CITY,641311212,403,8,91,22.1411
2015,048078,KANSAS CITY 33,3090,CENTRAL MIDDLE SCHOOL,3611 EAST LINWOOD,KANSAS CITY,641282013,266,42,204,66.2338
2015,048078,KANSAS CITY 33,3100,NORTHEAST MIDDLE SCHOOL,4904 INDEPENDENCE AVENUE,KANSAS CITY,641242902,356,53,266,65.0367
2015,048078,KANSAS CITY 33,3180,SOUTHWEST EARLY COLLEGE CAMPUS,6512 WORNALL RD,KANSAS CITY,641131824,494,55,294,53.5519
2015,048078,KANSAS CITY 33,4060,ATTUCKS ELEM.,2400 PROSPECT,KANSAS CITY,641273938,252,14,134,50.3759
2015,048078,KANSAS CITY 33,4270,HALE COOK ELEMENTARY,7302 PENNSYLVANIA,KANSAS CITY,641141321,101,10,54,48.6486
2015,048078,KANSAS CITY 33,4310,TRAILWOODS ELEM.,6201 E 17TH ST,KANSAS CITY,641262523,323,17,96,28.2353
2015,048078,KANSAS CITY 33,4330,ROGERS ELEMENTARY,6400 E 23RD ST,KANSAS CITY,641291103,784,77,342,39.7213
2015,048078,KANSAS CITY 33,4350,FOREIGN LANGUAGE ACADEMY,3450 WARWICK,KANSAS CITY,641111264,655,3,89,13.5258
2015,048078,KANSAS CITY 33,4450,FAXON ELEMENTARY,1320 E 32ND TERR,KANSAS CITY,641091922,231,19,137,54.8
2015,048078,KANSAS CITY 33,4460,GARFIELD ELEM.,436 PROSPECT BLVD,KANSAS CITY,641241882,799,76,399,45.6
2015,048078,KANSAS CITY 33,4500,GLADSTONE ELEM.,335 N ELMWOOD,KANSAS CITY,641231233,554,61,259,42.1138
2015,048078,KANSAS CITY 33,4580,JOHN T. HARTMAN ELEM.,8111 OAK,KANSAS CITY,641142528,295,32,218,66.6667
2015,048078,KANSAS CITY 33,4700,JAMES ELEM.,5810 SCARRITT,KANSAS CITY,641231532,379,45,168,39.6226
2015,048078,KANSAS CITY 33,4750,M. L. KING  ELEMENTARY,4848 Woodland Avenue,KANSAS CITY,641102138,840,65,526,58.1215
2015,048078,KANSAS CITY 33,4880,LONGFELLOW ELEM.,2830 HOLMES,KANSAS CITY,641091145,160,23,136,74.3169
2015,048078,KANSAS CITY 33,5020,GEORGE MELCHER ELEM.,3958 CHELSEA,KANSAS CITY,641301620,362,27,267,68.6375
2015,048078,KANSAS CITY 33,5200,WENDELL PHILLIPS ELEM.,1619 E 24TH TERR,KANSAS CITY,641083005,244,34,164,58.9928
2015,048078,KANSAS CITY 33,5240,PITCHER ELEM.,9915 E 38TH TERR,KANSAS CITY,641331274,357,25,236,61.7801
2015,048078,KANSAS CITY 33,5360,SATCHEL PAIGE ELEM.,3301 E 75TH ST,KANSAS CITY,641322488,411,31,267,60.4072
2015,048078,KANSAS CITY 33,5440,B. BANNEKER ELEM.,7050 ASKEW,KANSAS CITY,641323237,286,25,256,82.3151
2015,048078,KANSAS CITY 33,5450,HOLLIDAY MONTESSORI,7227 JACKSON,KANSAS CITY,641323955,431,1,85,19.6759
2015,048078,KANSAS CITY 33,5500,CARVER DUAL LANGUAGE SCHOOL,4600 ELMWOOD AVE,KANSAS CITY,641302247,380,13,86,21.883
2015,048078,KANSAS CITY 33,5580,TROOST ELEM.,1215 E 59TH ST,KANSAS CITY,641103237,249,36,183,64.2105
2015,048078,KANSAS CITY 33,5630,PRIMITIVO GARCIA ELEM.,1000 W 17TH ST,KANSAS CITY,641081168,265,13,152,54.6763
2015,048078,KANSAS CITY 33,5660,PHILLIS WHEATLEY ELEM.,2415 AGNES AVE,KANSAS CITY,641274129,322,44,184,50.2732
2015,048078,KANSAS CITY 33,5670,AC PREP ELEMENTARY,6410 SWOPE PARKWAY,KANSAS CITY,641321212,344,5,116,33.2378
2015,048078,KANSAS CITY 33,5700,WHITTIER ELEM.,1012 BALES,KANSAS CITY,641271529,475,64,286,53.0612
2015,048078,KANSAS CITY 33,5780,BORDER STAR MONTESSORI,6321 WORNALL RD,KANSAS CITY,641131716,339,4,59,17.2012
2015,048080,CENTER 58,1050,CENTER SR. HIGH,8715 HOLMES,KANSAS CITY,641312802,700,18,163,22.7019
2015,048080,CENTER 58,2100,CENTER MIDDLE,326 E 103RD ST,KANSAS CITY,641144736,525,28,167,30.1989
2015,048080,CENTER 58,4020,BOONE ELEM.,8817 WORNALL RD,KANSAS CITY,641142922,299,10,89,28.8026
2015,048080,CENTER 58,4060,CENTER ELEM.,8401 EUCLID,KANSAS CITY,641322207,330,23,136,38.5269
2015,048080,CENTER 58,4070,INDIAN CREEK ELEM.,9801 GRAND,KANSAS CITY,641144136,306,16,115,35.7143
2015,048080,CENTER 58,4080,RED BRIDGE ELEM.,10781 OAK,KANSAS CITY,641145055,252,9,57,21.8391
2015,048080,CENTER 58,7500,EARLY CHILDHOOD EDUC. CTR.,8817 WORNALL RD,KANSAS CITY,641142922,201,NULL,NULL,0
2015,048901,UNIVERSITY ACADEMY,1915,UNIVERSITY ACADEMY-UPPER,6801 HOLMES RD,KANSAS CITY,641311382,189,NULL,2,1.0582
2015,048901,UNIVERSITY ACADEMY,3925,UNIVERSITY ACADEMY-MIDDLE,6801 HOLMES RD,KANSAS CITY,641311382,191,NULL,11,5.7592
2015,048901,UNIVERSITY ACADEMY,6965,UNIVERSITY ACADEMY-LOWER,6801 HOLMES RD,KANSAS CITY,641311382,621,NULL,41,6.6023
2015,048902,ALTA VISTA CHARTER SCH.,1925,ALTA VISTA CHARTER SCHOOL,1722 HOLLY ST,KANSAS CITY,641082217,320,4,119,36.7284
2015,048902,ALTA VISTA CHARTER SCH.,3925,ALTA VISTA MIDDLE SCHOOL,1711 BROADWAY,KANSAS CITY,641081209,186,3,153,80.9524
2015,048902,ALTA VISTA CHARTER SCH.,6905,ALTA VISTA ELEMENTARY SCHOOL,3201 Southwest Traffic way,KANSAS CITY,641112764,205,6,62,29.3839
2015,048904,HOGAN PREPARATORY ACADEMY,1935,HOGAN PREPARATORY ACADEMY,1221 E MEYER BLVD,KANSAS CITY,641311207,390,2,94,23.9796
2015,048904,HOGAN PREPARATORY ACADEMY,3945,HOGAN PREPARATORY ACAD MIDDLE,6409 Agnes,KANSAS CITY,641321154,366,5,207,55.7951
2015,048904,HOGAN PREPARATORY ACADEMY,6910,HOGAN PREPARATORY ACADEMY ELEM,5809 Michigan,KANSAS CITY,641303349,275,NULL,61,22.1818
2015,048905,GENESIS SCHOOL INC.,1945,GENESIS SCHOOL INC.,3800 E 44TH ST,KANSAS CITY,641302168,271,6,127,45.8484
2015,048909,ALLEN VILLAGE,1980,ALLEN VILLAGE HIGH SCHOOL,706 WEST 42ND STREET,KANSAS CITY,641113120,145,1,35,23.9726
2015,048909,ALLEN VILLAGE,6915,ALLEN VILLAGE SCHOOL,706 W 42ND ST,KANSAS CITY,641113120,494,1,108,21.8182
2015,048910,LEE A. TOLBERT COM. ACADEMY,6920,LEE A. TOLBERT COM. ACADEMY,3400 PASEO BLVD,KANSAS CITY,641092429,511,11,171,32.7586
2015,048911,B. BANNEKER ACADEMY,6925,B. BANNEKER ACADEMY,6401 Rockhill Rd,KANSAS CITY,641312254,349,10,136,37.883
2015,048912,DELLA LAMB ELEM.,6930,DELLA LAMB ELEM.,500 Woodland,KANSAS CITY,641063051,604,33,305,47.8807
2015,048913,GORDON PARKS ELEM.,6935,GORDON PARKS ELEM.,3715 WYOMING,KANSAS CITY,641113945,126,1,58,45.6693
2015,048914,ACADEMIE LAFAYETTE,6940,ACADEMIE LAFAYETTE-OAK,6903 OAK,KANSAS CITY,641132530,523,2,10,1.9048
2015,048914,ACADEMIE LAFAYETTE,6941,ACADEMIE LAFAYETTE-CHERRY,3421 Cherry St,KANSAS CITY,641092269,348,NULL,NULL,0
2015,048915,SCUOLA VITA NUOVA,6945,SCUOLA VITA NUOVA CHARTER,535 Garfield Ave,KANSAS CITY,641241747,200,3,43,21.1823
2015,048916,BROOKSIDE CHARTER SCH.,3950,BROOKSIDE CHARTER MIDDLE SCHL,1815 EAST 63RD STREET,KANSAS CITY,641303436,176,2,50,28.0899
2015,048916,BROOKSIDE CHARTER SCH.,6950,BROOKSIDE CHARTER SCH.,1815 EAST 63 STREET,KANSAS CITY,641303436,392,9,110,27.4314
